Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2013-03-04,15.9,-2.3,6.4,15.9,-2.3,6.3,0.3,69.1,0,0,0,,0,0,29.3,21.3,153.9,1015.7,0.1,10.2,181.1,15.7,7,,2013-03-04T07:13:47,2013-03-04T18:31:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-05,12.3,3.5,8.1,12.3,1.7,7.2,1.6,64.2,0,0,0,,0,0,30.5,15,123.4,1009.2,70.9,14.2,99.1,8.4,4,,2013-03-05T07:11:57,2013-03-05T18:33:02,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-06,10.1,6.2,7.9,10.1,6.1,7.6,4.6,80.1,0.74,100,41.67,rain,0,0,20.5,8.5,347.8,1001.6,97.9,8.1,73.6,6.3,3,,2013-03-06T07:10:07,2013-03-06T18:34:25,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-07,17.1,6.8,11.3,17.1,6.1,11.2,7.2,77.7,0.66,100,20.83,rain,0,0,54.7,30.2,171.5,1000.7,60.8,30.5,137.3,11.9,6,,2013-03-07T07:08:16,2013-03-07T18:35:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-08,13.8,7.7,11.4,13.8,7.7,11.4,8.5,82.4,2.135,100,41.67,rain,0,0,31.7,22.9,157.5,1001.3,75.1,35.7,110.4,9.6,5,,2013-03-08T07:06:24,2013-03-08T18:37:10,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-09,14.7,4,8.3,14.7,4,8.2,5.7,84.6,0,0,0,,0,0,18.4,7.6,79.4,1004.6,45.1,12.8,125.9,10.9,5,,2013-03-09T07:04:32,2013-03-09T18:38:32,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-10,16.1,4.3,9.7,16.1,2.9,9.2,4.5,72.7,0.577,100,16.67,rain,0,0,44.6,17.9,245.8,1001.1,62,25.6,119.4,10.3,4,,2013-03-10T07:02:40,2013-03-10T18:39:53,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-11,15.4,6,10.5,15.4,4.9,10.2,4.7,70,0.251,100,16.67,rain,0,0,18.4,14.5,187.9,1000.3,51.6,18.3,144.3,12.5,5,,2013-03-11T07:00:47,2013-03-11T18:41:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,LFLY,07481099999,LFMH,LFLL,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2013-03-12,14.2,3.4,9.6,14.2,-0.4,7.7,2.5,62.6,0.167,100,12.5,rain,0,0,44.6,24.6,199.7,998,71.7,35.2,194.4,16.7,7,,2013-03-12T06:58:54,2013-03-12T18:42:36,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LFLY,07475099999,07481099999,LFMH,LFLL,07480099999,07486099999,07385099999,07482099999"
auvergne rhone alpes,2013-03-13,3.2,-0.1,2,-0.3,-5.7,-2.9,-3.3,68.3,0,0,0,,0,0,50,32.6,349.4,1003.9,99.5,16.1,108.4,9.3,4,,2013-03-13T06:57:00,2013-03-13T18:43:57,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-14,4.2,-2.5,0.5,-1.5,-7.8,-5.1,-6.3,61.3,0.004,100,4.17,rain,0,0,68.9,38.3,355.5,1010.8,42.1,20.3,159.9,13.7,5,,2013-03-14T06:55:06,2013-03-14T18:45:18,0.08,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-15,5.5,-1.5,1.1,1.9,-7.4,-3.5,-7.9,54.3,0,0,0,,0,0,45.3,27.4,354.8,1017.3,41.4,22,207.1,17.9,7,,2013-03-15T06:53:12,2013-03-15T18:46:39,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-16,11.6,-4.7,4.2,11.6,-7,2.5,-6.3,49.5,0,0,0,,0,0,79.3,46.7,185.8,1013.1,44.7,32.3,189.8,16.4,7,,2013-03-16T06:51:18,2013-03-16T18:47:59,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-17,9.9,6.5,8.2,6.3,2.4,4.3,1.8,64.3,0.576,100,29.17,rain,0,0,75.3,44.7,195.2,1001.6,91.4,52.5,80.2,7.1,2,,2013-03-17T06:49:23,2013-03-17T18:49:19,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-18,9.9,2.7,6.1,8.3,1.6,4.2,2.4,78.7,10.343,100,70.83,rain,0,0,46.4,22,175.3,997.5,89.7,36.5,142.6,12.2,7,,2013-03-18T06:47:29,2013-03-18T18:50:39,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-19,12.1,5,8.3,12.1,2.9,6.9,-0.7,54.8,0.013,100,4.17,rain,0,0,38.5,21.8,192.7,1004,69.5,54.5,212,18.2,7,,2013-03-19T06:45:34,2013-03-19T18:51:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-20,13.6,4.5,8.9,13.6,4,7.7,1.6,62.4,2.632,100,29.17,rain,0,0,45.5,25.9,204.6,1008,64.4,48,150,13,7,,2013-03-20T06:43:39,2013-03-20T18:53:19,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-21,13.5,1.7,7.7,13.5,1.7,7.6,-0.5,60.5,0,0,0,,0,0,20,7.7,121.8,1016.7,52.1,38.8,211.9,18.3,7,,2013-03-21T06:41:44,2013-03-21T18:54:39,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-22,18.5,2,10.1,18.5,1.3,10.1,1.4,58,0,0,0,,0,0,53.6,29.5,167.4,1008.4,23.1,34.2,223.5,19.2,7,,2013-03-22T06:39:48,2013-03-22T18:55:58,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-23,14.8,9.8,11.8,14.8,8.2,11.6,4.1,60.1,0.358,100,25,rain,0,0,59.4,33.9,176.4,1006.4,98,47.4,146.3,12.4,6,,2013-03-23T06:37:53,2013-03-23T18:57:18,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-24,10.4,7,8.6,10.4,5.1,7.6,6.4,86.1,7.378,100,58.33,rain,0,0,22.3,15.7,35.1,1003.8,99.3,6.9,49,4.2,2,,2013-03-24T06:35:58,2013-03-24T18:58:37,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-25,11,3.8,6.9,11,0.2,5,1.7,70.1,0,0,0,,0,0,33.5,18.7,6.4,1004.8,80.1,7.1,154.5,13.1,5,,2013-03-25T06:34:03,2013-03-25T18:59:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-26,6.9,2.4,4.7,4.3,0.2,2.3,-0.1,71.3,0,0,0,,0,0,26.6,16,2.5,1005.8,82.7,7.2,169.4,14.7,6,,2013-03-26T06:32:08,2013-03-26T19:01:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-27,12.4,0.5,6.3,12.4,0.5,5.7,0.1,66.7,0,0,0,,0,0,24.1,13.6,4.5,1005.3,35.9,7.8,232.6,20,8,,2013-03-27T06:30:13,2013-03-27T19:02:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-28,9.6,3.7,5.7,9.2,2.3,4.5,3.2,84.6,18.612,100,70.83,rain,0,0,26.8,17.5,10.6,1007,99.5,5.4,66.3,5.8,3,,2013-03-28T06:28:18,2013-03-28T19:03:53,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,LFLY,07481099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2013-03-29,8.6,4.6,6.2,8.6,3.8,6,4.6,89.3,4.936,100,45.83,rain,0,0,19.7,7.7,52,1007.3,99.6,3.3,78.3,6.5,3,,2013-03-29T06:26:23,2013-03-29T19:05:12,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-30,11.2,6.4,8.3,11.2,4.9,8,6.6,89.8,10.542,100,75,rain,0,0,23.8,13.8,3.9,1002.6,99.6,10.2,97.9,8.6,5,,2013-03-30T06:24:29,2013-03-30T19:06:30,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-03-31,8,3.2,5.7,6.4,-1,2.1,0.2,69.9,0.373,100,16.67,rain,0,0,40.7,26.3,342.3,1007.8,68,6.5,224.8,18.7,7,,2013-03-31T07:22:34,2013-03-31T20:07:49,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-01,10.2,-1.5,4.8,10.2,-1.5,4.5,-0.3,70.5,0,0,0,,0,0,18.4,8.5,14.7,1002.9,48.5,6.2,219.9,18.9,7,,2013-04-01T07:20:40,2013-04-01T20:09:08,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-02,13.1,5.2,8.7,13.1,3.7,8.2,2.7,67.2,0.047,100,12.5,rain,0,0,27.7,15.1,5.3,1002.7,93.5,9,86.2,7.4,3,,2013-04-02T07:18:46,2013-04-02T20:10:26,0.71,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07475099999,LFLY,07481099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2013-04-03,12.7,4.1,8.5,12.7,2.6,7.7,-0.6,53.9,0,0,0,,0,0,24.1,14.1,349.9,1007.1,33.6,11.4,227.1,19.5,8,,2013-04-03T07:16:53,2013-04-03T20:11:45,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07475099999,07481099999,LFLL,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2013-04-04,14.5,3.7,9.2,14.5,2.6,8.9,2.8,65.9,0,0,0,,0,0,24.6,13.8,109.2,1002.5,50.6,11.5,107.3,9.4,3,,2013-04-04T07:15:00,2013-04-04T20:13:03,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-05,10.1,5.4,7.8,10.1,3,6.4,4.7,80.9,1,100,33.33,rain,0,0,29.5,17.9,334.8,1004.6,99.2,17.2,90.2,8,3,,2013-04-05T07:13:07,2013-04-05T20:14:22,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-06,10.7,5.4,7.1,10.7,1.6,4.4,1.8,69.9,0.018,100,8.33,rain,0,0,46.5,30.6,346.7,1013.1,97.8,7,133.4,11.6,6,,2013-04-06T07:11:14,2013-04-06T20:15:40,0.86,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-07,10.8,4.6,7,10.8,0.6,4.4,-0.3,60,0,0,0,,0,0,38.9,25.5,342.2,1016.7,94.3,10.7,217.2,18.9,7,,2013-04-07T07:09:22,2013-04-07T20:16:59,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-08,11.8,4.5,7.2,11.8,3.3,6.1,3.3,76.5,5.463,100,41.67,rain,0,0,38.9,19.4,190.6,1007.9,93.4,12.8,116.8,10,5,,2013-04-08T07:07:31,2013-04-08T20:18:17,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-09,14.3,5.3,10,14.3,3.4,8.6,3.3,64.4,0.855,100,29.17,rain,0,0,57.6,31.5,191.8,1006.6,84.7,50.2,159.1,13.8,5,,2013-04-09T07:05:40,2013-04-09T20:19:35,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-10,17.1,6.4,12.6,17.1,5.3,12.2,2.9,52.7,0.03,100,16.67,rain,0,0,40.7,22.5,194.9,1012.4,78.4,54.2,212.5,18.3,8,,2013-04-10T07:03:49,2013-04-10T20:20:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-11,18.8,12,14.5,18.8,12,14.5,7.9,65.7,9.043,100,62.5,rain,0,0,63,30.8,191.4,1008,97.5,42.1,134.1,11.7,4,,2013-04-11T07:01:59,2013-04-11T20:22:12,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-12,15.8,8.5,11.9,15.8,6.8,11.6,5.6,66.9,3.317,100,37.5,rain,0,0,54.4,26.8,213,1012.1,68.6,53.4,205.4,17.7,7,,2013-04-12T07:00:10,2013-04-12T20:23:30,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-13,19.5,7.1,13,19.5,6,12.7,4.3,58.7,0,0,0,,0,0,22.1,10.4,161.3,1021.2,32,53.9,262,22.7,8,,2013-04-13T06:58:21,2013-04-13T20:24:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-14,24.1,7.5,16.2,24.1,7.5,16.2,5,51.8,0,0,0,,0,0,55.5,35,178.7,1023.2,2.3,52.1,281,24.3,8,,2013-04-14T06:56:33,2013-04-14T20:26:07,0.13,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-15,24.6,12.3,18.8,24.6,12.3,18.8,4.1,39,0,0,0,,0,0,50,24.2,177.3,1021.2,30.9,51.7,268,23.1,9,,2013-04-15T06:54:46,2013-04-15T20:27:26,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-16,24,12,18,24,12,18,7.9,52.9,0,0,0,,0,0,26,14.3,358.1,1021.6,28.8,50.2,229.6,19.8,7,,2013-04-16T06:52:59,2013-04-16T20:28:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-17,26.5,9.9,18.6,26.5,9.9,18.6,7.5,52.3,0,0,0,,0,0,51.8,28.4,170.7,1021.6,9.1,40.6,288.1,24.8,9,,2013-04-17T06:51:13,2013-04-17T20:30:02,0.23,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-18,22.7,13.7,18.2,22.7,13.7,18.2,7.9,51.2,0.012,100,8.33,rain,0,0,57.6,27.5,354.6,1020.9,42,50.5,219,19,9,,2013-04-18T06:49:28,2013-04-18T20:31:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-19,13.4,9.6,10.8,13.4,7.5,10.4,6.2,73.7,7.934,100,75,rain,0,0,42.5,20.7,346.4,1024.4,99.6,33.8,98.3,8.5,3,,2013-04-19T06:47:44,2013-04-19T20:32:39,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-20,9.5,6.4,8,6.4,1.4,4.3,4.2,77.4,2.401,100,58.33,rain,0,0,61.5,37.7,354.1,1020.5,99.4,18.6,101.4,8.9,3,,2013-04-20T06:46:01,2013-04-20T20:33:57,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-21,12,8.1,9.9,12,5.7,8.8,4.8,70.7,0.104,100,16.67,rain,0,0,31.3,19.6,345.9,1019.5,99.7,20.7,142.9,12.2,6,,2013-04-21T06:44:18,2013-04-21T20:35:15,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-22,14.8,9.1,11.6,14.8,8.5,11.5,4.4,62.5,0,0,0,,0,0,40.9,26.3,354.6,1018,96.1,19.4,242.4,21.1,8,,2013-04-22T06:42:36,2013-04-22T20:36:33,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-23,18.6,5.3,12.7,18.6,5.3,12.5,3.7,56.3,0,0,0,,0,0,26.9,16,355.8,1022.8,3.3,35,290.5,25.1,9,,2013-04-23T06:40:56,2013-04-23T20:37:51,0.42,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-24,23.1,6.8,14.9,23.1,6.8,14.9,6,58.4,0,0,0,,0,0,20.5,8.4,170.9,1026.3,2.6,29.8,298.6,25.8,9,,2013-04-24T06:39:16,2013-04-24T20:39:09,0.45,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-25,25.5,8.7,17.7,25.5,8.7,17.7,8,56.6,0,0,0,,0,0,19.5,11.9,186.8,1023.4,6.1,34.6,296.2,25.7,9,,2013-04-25T06:37:38,2013-04-25T20:40:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-26,18.3,15,16.4,18.3,15,16.4,11.3,72,1.437,100,54.17,rain,0,0,41.7,17.5,185.7,1014.3,90.4,28.8,159.4,13.9,7,,2013-04-26T06:36:00,2013-04-26T20:41:44,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-27,13.8,2.3,6.5,13.8,-0.5,4.6,5.1,90.6,40.025,100,91.67,rain,0,0,38.9,21.7,319.4,1008.9,100,12,77.1,6.7,2,,2013-04-27T06:34:24,2013-04-27T20:43:02,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-28,7.7,3.9,6,6.8,3.9,4.9,3.8,86.2,2.079,100,41.67,rain,0,0,25.9,13.2,358.5,1015.3,99.8,27.5,154.1,13.2,6,,2013-04-28T06:32:48,2013-04-28T20:44:19,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-29,9.5,6.7,8,8.5,5,6.3,6.5,90.2,2.228,100,58.33,rain,0,0,25.9,16.1,335.1,1018.3,100,15.4,54.1,4.9,2,,2013-04-29T06:31:14,2013-04-29T20:45:37,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-04-30,16.2,9.2,11.9,16.2,8.4,11.8,10.1,88.7,10.214,100,62.5,rain,0,0,24.9,12.9,350,1015.9,97.8,13.2,145.5,12.6,5,,2013-04-30T06:29:41,2013-04-30T20:46:54,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-01,17.3,12.2,13.5,17.3,12.2,13.5,11.1,86.2,2.983,100,33.33,rain,0,0,33.3,18.9,2.9,1017,85.5,20.2,188.5,16.3,8,,2013-05-01T06:28:10,2013-05-01T20:48:10,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-02,19.8,9.9,14.3,19.8,9.9,14.3,10.9,81.1,3.49,100,29.17,rain,0,0,30.3,14.4,1.2,1016.2,85.4,21.4,197.7,16.9,8,,2013-05-02T06:26:39,2013-05-02T20:49:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-03,15.2,10.7,12.3,15.2,10.7,12.3,9.9,86.2,43.233,100,70.83,rain,0,0,46.8,23.4,304.1,1017.3,98.9,12.3,100.7,8.8,4,,2013-05-03T06:25:10,2013-05-03T20:50:43,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-04,16.5,10.8,13.2,16.5,10.8,13.2,9.2,77.5,0.365,100,29.17,rain,0,0,33.8,20.8,350.2,1020.5,75.7,8.6,154.3,13.2,5,,2013-05-04T06:23:42,2013-05-04T20:51:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-05,20.5,9.5,14.5,20.5,8.6,14.4,9.4,73.5,0.144,100,16.67,rain,0,0,34.7,21,5.2,1020.3,50.6,16.5,229,19.9,7,,2013-05-05T06:22:16,2013-05-05T20:53:15,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-06,20.8,13.6,16.4,20.8,13.6,16.4,9,62.2,0,0,0,,0,0,24.6,16.3,6.3,1018,61,45.2,280.6,24.2,8,,2013-05-06T06:20:51,2013-05-06T20:54:31,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-07,21.7,9.6,15.7,21.7,9.6,15.7,9.4,69,0,0,0,,0,0,14,8.2,218.8,1016.1,54.6,29.9,231.5,20,7,,2013-05-07T06:19:28,2013-05-07T20:55:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2013-05-08,23.3,9.4,16.9,23.3,9.4,16.9,9.5,64.9,0.015,100,4.17,rain,0,0,36.1,17.3,215.8,1014.3,68.4,38.7,269,23.2,9,,2013-05-08T06:18:06,2013-05-08T20:57:00,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
